News Name,Post Date,Post Links,Data inside Links,Image Link
"US will continue to discuss communal poll rhetoric with India, says top diplomat","Dec 02, 2022 · 06:44 pm",https://scroll.in/latest/1038893/us-will-continue-to-discuss-communal-poll-rhetoric-with-india-says-top-diplomat,"The United States will continue to hold discussions with India on communal rhetoric during election campaigns, the country’s top diplomat in India said on Friday, NDTV reported.
Elizabeth Jones, the United States’ Chargé d’Affaires for India, made the statement while speaking to journalists on Friday.
“We have been discussing this for a long time and will continue to do so,” she said in response to a question about communal statements during elections. “...That’s one of the benefits of this consequential relationship, that we can discuss a great variety of issues – easy issues, difficult issues, issues on which we agree, issues on which we don’t.”
On November 22, a commission in the United States said that religious freedom and the human rights related to it are threatened in India for several reasons, including the government policies failure to protect minorities.
The United States Commission on International Religious Freedom, an independent American government agency that monitors the universal right to freedom of religion and makes policy suggestions to the White House, had made the statement in a report.
The panel reiterated its recommendation from April that the United States government should designate India as a “country of particular concern” for engaging in or tolerating systematic violations of religious freedom.
Meanwhile, Jones on Friday supported India’s stand on China’s objections to an ongoing Indo-United States military exercise being held in Uttarakhand, PTI reported. To a question on China’s concerns about the exercise, she said: “I think I would point it to the kind of statement that we heard from our Indian colleagues to the effect that it is none of their business.”
On Thursday, the spokesperson for India’s Ministry of External Affairs Arindam Bagchi said that the exercise “has got nothing to do with the 1993 and 1996 agreements”.
The agreement from 1993 is to do with maintaining peace along the Line of Actual Control with China, while the one from 1996 pertains to confidence-building measures in the military field.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/140122-icwiawirnl-1587190626.jpg
"Adani Group wins Dharavi redevelopment project with Rs 5,069 crore bid","Nov 29, 2022 · 08:55 pm",https://scroll.in/latest/1038625/adani-group-wins-dharavi-redevelopment-project-with-rs-5069-crore-bid,"The Adani Group on Tuesday emerged as the highest bidder for a project to redevelop the slum cluster of Dharavi in Mumbai, The Indian Express reported.
SVR Srinivas, the chief executive officer of the Dharavi Redevelopment Project, said that the conglomerate led by billionaire Gautam Adani submitted a bid of Rs 5,069 crore for the project, while the DLF Group quoted Rs 2,025 crore.
“There were three bidders in total,” Srinivas said. “However, only Adani and DLF were qualified in the final bidding since the other bidder, Naman Group didn’t qualify.” He added that his office will now approach the Maharashtra government to decide the next steps to be taken, and will form a special committee for the project.
The project will entail the rehabilitation of 6.5 lakh slum residents who currently live in an area spread over 2.5 square kilometres. It will involve the redevelopment of buildings and informal tenements, as well as the development of infrastructure such as water supply and sewage in Dharavi, considered to be among the world’s largest slums.
The Adani Group, along with the state government’s Slum Rehabilitation Authority, will need to create a special purpose vehicle to execute the project. The project is expected to be completed in seven years, Srinivas said, according to PTI.
In October, eight entities, including those based in South Korea and the United Arab Emirates, had attended a pre-bid meeting. However, only three of them – the Adani Group, DLF and Mumbai-based realty firm Naman Developers – had actually bid for the project.
In October 2020, the previous Maha Vikas Aghadi government had cancelled the bidding process for the project, citing challenges in the acquisition of railway land.
But in September, the newly-formed state government led by Chief Minister Eknath Shinde allowed fresh tenders for the project.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/139721-lhigujmbkj-1603461626.jpg
Reserve Bank of India to launch digital rupee on pilot basis from December 1,"Nov 29, 2022 · 07:03 pm",https://scroll.in/latest/1038612/reserve-bank-of-india-to-launch-digital-rupee-on-pilot-basis-from-december-1,"The Reserve Bank of India on Tuesday said it will launch the pilot run for digital rupee on December 1.
The digital currency is an equivalent to the banknote but will be issued in electronic form.
Users will be able to make transactions with e-rupee through a digital wallet offered by the banks that are part of the pilot run and stored on mobile phones or devices, the Reserve Bank of India said.
The pilot will be launched in Mumbai, New Delhi, Bengaluru and Bhubaneswar and later in Ahmedabad, Gangtok, Guwahati, Hyderabad, Indore, Kochi, Lucknow, Patna and Shimla.
It will be rolled out in two phases with eight banks. The digital currency will be available with the State Bank of India, ICICI Bank, Yes Bank and IDFC First Bank in the first phase. Bank of Baroda, Union Bank of India, HDFC Bank and Kotak Mahindra Bank will join in the second phase.
The e-rupee will be issued in the same denominations as paper currency and coins that are in circulation.
Transactions can be both person-to-person and person-to-merchant, the central bank said. An individual can pay the merchant by scanning the QR code available at the location.
The digital currency will not earn any interest and can be converted to other forms of money like bank deposits when needed.
“The pilot will test the robustness of the entire process of digital rupee creation, distribution and retail usage in real time,” the Reserve Bank of India said.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/184054-otcgimsyko-1670490554.jpg
"Gujarat polls: BJP wins most seats ever by a party in state, Congress records worst performance","Dec 08, 2022 · 03:23 pm",https://scroll.in/latest/1039308/gujarat-polls-bjp-set-to-win-most-seats-ever-by-a-party-congress-reduced-to-its-worst-performance,"The Bharatiya Janata Party on Thursday put up the best performance ever by a party in the Gujarat Assembly elections, winning 155 of the 182 seats in the state.
It was leading in the last seat at 9.45 pm.
The Congress has been reduced to just 17 seats from the 77 it won in the 2017 Assembly elections. The Aam Aadmi Party bagged five constituencies, enabling it to claim the status of a national party.
The BJP’s performance on Thursday eclipsed the Congress’ best results, when it had won 149 seats in 1985. The BJP had first secured a clear majority in the state in 1995, winning 121 seats, and has won every Assembly election in the state since then.
However, its best showing was in 2002, when the saffron party won 127 seats in the aftermath of the communal riots that had broken out in the state in February that year. This was also the first election in which Narendra Modi was seeking a full term as chief minister.
He had succeeded Keshubhai Patel in 2001, who had resigned mid-term.
Also read: BJP set for landslide win, leading in over 150 out of 182 seats
Since 2002, the BJP’s tally had shrunk in every state election, and the Congress had gained at its expense. In the previous elections in 2017, the BJP won 99 seats – the first time it could not touch the three-figure mark since it came to power in the western state. The Congress had won 77 seats in 2017.
However, as the counting of votes started at 8 am on Thursday, the BJP went on to shatter all previous records. At 8.45 pm, the saffron party had won 52.5% of the vote share, while the Congress secured 27.3%.
Previously, the Congress had suffered its worst defeat in 1990, when it managed to win 33 seats.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/184024-rnjprfgzlp-1670425765.jpg
"The big news: AAP defeats BJP in Delhi civic polls, and nine other top stories","Dec 07, 2022 · 08:58 pm",https://scroll.in/latest/1039267/the-big-news-aap-defeats-bjp-in-delhi-civic-polls-and-nine-other-top-stories,"A look at the top headlines of the day:
Aam Aadmi Party wins 134 out of 250 wards in Delhi civic polls, ends BJP’s 15-year reign: The Congress, with nine seats, finished third. Three Independents also won.
Attacks on Marathi citizens in Karnataka not possible without Delhi’s support, claims Sanjay Raut: He made the remark a day after members of the Karnataka Rakshana Vedike allegedly threw stones at vehicles with Maharashtra registration numbers in Belagavi.
Sharjeel Imam moves Supreme Court seeking to expunge remarks about him by Delhi High Court: The High Court, while denying bail to activist Umar Khalid, had remarked that Imam was arguably at the ‘head of the conspiracy’ to orchestrate violence.
RBI increases repo rate by 35 basis points to 6.25%, pegs GDP growth at 6.8%: This is the fifth hike in the key lending rate since May.
Meta Oversight Board recommends overhaul of ‘cross-check’ programme: The programme exempts accounts belonging to celebrities, politicians and other influential users from its rules.
Protest against Adani port project in Kerala’s Vizhinjam called off temporarily: The decision was taken after demonstrators met Kerala Chief Minister Pinarayi Vijayan.
Supreme Court asks Centre, RBI to produce records of demonetisation: The court has reserved its verdict on 58 pleas challenging the government’s 2016 decision to ban currencies of Rs 500 and Rs 1,000 denominations.
Village head arrested for making couple lick spit, beating woman in Uttar Pradesh: The couple was punished as the woman had married against her family’s wishes.
No plans to relax 50% limit on reservations, Centre tells Parliament: Rajya Sabha MP Anbumani Ramadoss had asked the question in view of the Supreme Court’s observation in the EWS quota case that the ceiling was ‘not inflexible’.
Foreign funding license of 6,677 NGOs suspended between 2017 to 2021, Centre tells Rajya Sabha: The most number of licenses were cancelled in Tamil Nadu.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/165014-ipkvpugjik-1633941302.jpg
Lakhimpur Kheri violence: Court frames murder charges against Ashish Mishra,"Dec 06, 2022 · 08:03 am",https://scroll.in/latest/1039114/ashish-mishra-to-face-trial-in-lakhimpur-violence-case-court-to-frame-charges-today,"An Uttar Pradesh court on Tuesday framed charges against 14 persons including Ashish Mishra, the son of Union minister Ajay Mishra, in the Lakhimpur Kheri violence case, Live Law reported.
Mishra has been charged for a number of offences including murder, attempt to murder, rioting and criminal conspiracy. The trial will begin on December 16.
Eight persons, including four farmers, were killed on October 3 after violence broke in the Lakhimpur Kheri district of Uttar Pradesh during a protest against the Centre’s agricultural laws that have now been repealed. Farmer bodies had alleged that a vehicle belonging to Ashish Mishra had run over a group of demonstrators.
Mishra was first arrested in the case on October 9. He walked out of jail on February 15 after the Allahabad High Court granted him bail on February 10.
However, families of those killed in the violence challenged the bail order in the Supreme Court, which overturned the High Court verdict and cancelled Mishra’s bail on April 18. He is currently lodged in Lakhimpur prison.
On Monday, a district court in Lakhimpur Kheri had rejected discharge applications filed by him and other accused persons, reported Live Law.
On Tuesday, the court said that the Ashish Mishra and 13 others will be tried under sections 147 (rioting), 148 (rioting armed with deadly weapons), 149 (offence committed in prosecution of common object), 302 (murder), 307 (attempt to murder), 326 (voluntarily causing grievous hurt by dangerous weapons), 427 (mischief causing damage), 120B (criminal conspiracy) of the Indian Penal Code and Section 177 of the Motor Vehicles Act.
One other accused person, Virendra Shukla, has been charged under section 201 (causing disappearance of evidence) of the Indian Penal Code.
On Monday, the court had deleted Section 34 (acts done by several persons in furtherance of common intention) of the Indian Penal Code from the chargesheet, reported The Indian Express.
Government counsel Arvind Tripathi said the court held that since unlawful assembly had already been included as one of the charges, Section 34 was not needed.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183442-qovpkwumva-1669457944.jpg
"Write history afresh, don’t just complain about distortion, says Amit Shah","Nov 25, 2022 · 08:29 am",https://scroll.in/latest/1038288/write-history-afresh-dont-just-complain-about-distortion-says-amit-shah,"Union Home Minister Amit Shah on Thursday said that it was not enough to lament the incorrect portrayal of history and that the time had come to write it afresh.
Shah on Thursday said that he often hears that history has been presented wrongly and in a distorted manner. “This may be true, but who is stopping us now from writing history in a way that reflects its glory?” he asked.
The home minister urged historians and students to “identify 30 great empires in Indian history and 300 warriors who showed exemplary valour to protect the motherland” and write about them extensively. “A new history will emerge, and the lies will vanish on their own,” he said.
Shah said that the Centre is willing to “support any task undertaken for the glory of the country”.
He made the statements at an event in New Delhi to commemorate the 400th birth anniversary of Ahom commander Lachit Borphukan. The 17th-century commander was best known for his leadership in the Battle of Saraighat of 1671, during which the Ahom army defeated Mughal forces and compelled them to retreat from Guwahati.
I urge our historians and students of history to identify 30 great empires in Indian history and 300 warriors who showed exemplary valour to protect the motherland and write extensively about them.

This will bring out the truth and the lies will vanish on their own. pic.twitter.com/2yNPhfQtop
— Amit Shah (@AmitShah) November 24, 2022
Shah said that while the Mughal forces were numerically superior to the Ahom army and were better equipped, the Mughals “did not even have a trace of the patriotism that Borphukan and his soldiers had”.
The home minister said that Borphukan waged the same battle that Shivaji waged in the south, Guru Gobind Singh in the north and Veer Durgadas Rathore in Rajasthan.
Also read:Why Assamese historians and writers are protesting against the BJP’s celebration of Lachit Borphukan",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183620-gfohiyhmli-1669780022.jpg
"ISRO launches third generation earth observation satellite, eight others into orbit","Nov 26, 2022 · 04:32 pm",https://scroll.in/latest/1038393/isro-launches-third-generation-earth-observation-satellite-eight-others-into-orbit,"The Indian Space Research Organisation on Saturday morning placed the Earth Observation Satellite-06 into the intended orbit through the Polar Satellite Launch Vehicle or PSLV-C54.
It also launched eight other small satellites.
The Earth Observation Satellite-06 is the third-generation satellite in the Oceansat series. It will provide data about ocean colour, sea surface temperature and wind vector data to be used in oceanography, climatology and meteorological applications.
Thenmozhi Selvi K, project director of the Earth Observation Satellite-06, said that the objective of the Oceansat-3 was to study the biological parameters of the ocean, The New Indian Express reported. The satellite has a mission life of five years, he added.
PSLV-C54 was launched into space at 11.56 am from the Satish Dhawan Space Centre in Andhra Pradesh’s Sriharikota island.
“I am really happy to announce the successful accomplishment of injecting the EOS-06 [Earth Observation satellite] into the intended orbit very precisely,” ISRO chairman S Somanath said. “We also observed that the performance of the rocket in this mission in all stages and functions was exceedingly good.”
PSLV-C54/EOS-06 Mission is accomplished. The remaining satellites have all been injected into their intended orbits. pic.twitter.com/5rFSRFzwWz
— ISRO (@isro) November 26, 2022
The eight nanosatellites launched by the PSLV included ISRO’s Nano Satellite-2 for Bhutan (INS-2B), two Thybolt satellites, Anand, and Astrocast (four satellites), reported The Hindu.
Dhruva Space, a private Hyderabad-based company, developed Thybolt-1 and Thybolt-2 satellites that can be used for low data rate communication, reported the Deccan Chronicle.
Low data rate communication enables connection in remote locations for soil monitoring and crop quality on farms, detection and instant notification of leaks on pipelines, availability of parking spaces, supply chain monitoring, and forest fire detection.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/111063-nzhcqvnpxx-1581669734.jpg
"Indian-origin persons remain largest non-White ethnic group in UK, shows 2021 census","Nov 30, 2022 · 09:41 am",https://scroll.in/latest/1038640/indian-origin-persons-remain-largest-non-white-ethnic-group-in-uk-shows-2021-census,"Persons of Indian origin are the largest non-White ethnic group in the United Kingdom, according to the 2021 Census data published on Tuesday.
There are 18.64 lakh UK residents who chose Indian as their ethnicity under the Asian category. This means that the number of persons of Indian origin in the UK has increased to 3.1% of the total population from 2.5% (14.12 lakh) recorded in the 2011 census.
Persons of Indian origin were also the largest among the Asian category, the data showed. Persons of Pakistani origin took the second spot with 15.87 lakh residents in Britain. Their population increased by 0.7% since the 2011 census.
The number of persons of Chinese origin grew at par with the country’s population. The percentage of their population remained constant at 0.7% from 2011 to 2021, rising from 3.93 lakh to 4.45 lakh.
The UK population (England and Wales) stood at 5.95 crore, increasing by 6.3% since the last census when it was 5.60 crore.
Meanwhile, while the number of White residents in the country rose from 4.87 crore to 4.82 crore – their percentage in the total population dropped from 86% in 2011 to 81.7% in 2021.
In the White ethnic group, 4.43 crore identified as English, Welsh, Scottish, Northern Irish or British. More than 36.67 lakh persons chose the “other White” category.
Christians now less than half the population
Meanwhile, the census data showed that for the first time, less than half of the population identified as Christians. The number of Christians in 2021 stood at 2.75 crore, or 46.2% of the population, dropping from 3.32 crore, or 59.3%, in 2011.
This data is based on the answers given by 94% of the country’s population as responding to the questions about religion was voluntary.
At the same time, the number of residents opting for the “no religion” option, the second-most common response, increased to 2.21 crore, or 37.2% of the population, in 2021 from 1.41 crore, or 25.2%, as of 2011.
The number of Muslims increased to 38.68 lakh (6.5% of the population) from 27.20 lakh (4.9%) in 2011. The population of Hindus also increased to 10.32 lakh (1.7%) from 8.17 (1.5%) since the last census.
We’ve released new #Census2021 data on religion in England and Wales.

46.2% said they were “Christian” – less than half of the population for the first time.

This was a decrease from 59.3% in 2011, but still the most common response.

➡️ https://t.co/Nv6VDkSO9i pic.twitter.com/HtoYJl7jkn
— Office for National Statistics (ONS) (@ONS) November 29, 2022",https://s01.sgp1.cdn.digitaloceanspaces.com/article/180795-csaaqpqonb-1664882730.jpg
"The big news: Anand Teltumbde’s bail upheld in Supreme Court, and nine other top stories","Nov 25, 2022 · 08:54 pm",https://scroll.in/latest/1038360/the-big-news-anand-teltumbdes-bail-upheld-in-supreme-court-and-nine-other-top-stories,"A look at the top headlines of the day:
Anand Teltumbde’s bail stands as Supreme Court dismisses NIA appeal against Bombay HC order: Last week, the High Court had granted bail to the writer in the Bhima Koregaon case, but stayed the verdict for a week.
In 2002, Narendra Modi taught a lesson to ‘anti-social elements’ in Gujarat, says Amit Shah: At an election rally, the Union home minister claimed that the BJP has established peace in the state since the communal violence broke out 20 years ago.
India abstains on UN resolution to probe Iran’s alleged abuses against anti-hijab protesters: Twenty-five countries supported the resolution, six opposed it and 16 others refrained from voting.
On plea seeking recognition of same-sex marriage, SC asks for Centre’s response: The court also issued a separate notice to Attorney General R Venkataramani and listed the matter for hearing after four weeks.
Hindu man who posed as Muslim held for offensive comments on Shraddha Walkar murder in viral video: Vikas Kumar identified himself as Rashid Khan while speaking to an anchor of a YouTube channel about the gruesome murder in Delhi.
Amitabh Bachchan’s name, photo, voice cannot be used commercially without permission, says Delhi HC: The High Court granted interim relief to the actor on his plea seeking protection of his publicity rights against online frauds.
Umar Khalid could spread misinformation on social media if granted interim bail, say Delhi Police: The police made the submission before a Delhi court in Khalid’s plea seeking release for two weeks to attend his sister’s wedding.
Assam Police advise citizens against travelling to Meghalaya: Several incidents of violence have been reported since a police shooting along the state border on Tuesday in which six persons were killed.
NDTV takeover a responsibility, not a business opportunity, says Gautam Adani: In an interview to Financial Times, he dismissed concerns that the acquisition would undermine the independence of the media house.
Telangana HC stays police notice to BJP leader BL Santosh over alleged attempts to poach TRS MLAs: The police’s Special Investigation Team had directed him to appear before it on November 21, failing which he was to be arrested. The notice has now been stayed till December 5.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/182489-lzqrepanfj-1667838964.jpg
"J&K delimitation done to ‘immediately give democracy’ to the Union Territory, Centre tells SC","Dec 02, 2022 · 11:16 am",https://scroll.in/latest/1038840/j-k-delimitation-done-to-immediately-give-democracy-to-the-union-territory-centre-tells-sc,"The delimitation process of Assembly constituencies in Jammu and Kashmir could not have been put on hold till 2026 as the idea was “to give immediate democracy” to the Union Territory, the Centre told the Supreme Court on Thursday, Live Law reported.
“The last delimitation had taken place in 1995,” Solicitor General Tushar Mehta told a bench of Justices SK Kaul and AS Oka. “…To wait till 2026 was legislatively found to be unwise.”
The bench was hearing a petition filed by two Srinagar residents – Haji Abdul Gani Khan and Mohammad Ayub Mattoo. The petitioners contended that according to a letter issued by the Delimitation Commission in July 2004, the number of existing Assembly seats of all states and Union Territories cannot not be changed till the first Census is conducted after 2026.
They have also argued that under the Jammu and Kashmir Reorganisation Act of 2019, the Election Commission was the only body empowered to conduct the delimitation exercise.
In February 2020, the Union government had started the delimitation process – or redrawing boundaries – of Assembly constituencies in Jammu and Kashmir. On May 5, the number of Assembly seats was increased from 83 to 90 in the final delimitation order.
Of the seven new seats, one was given to Kashmir, taking its total to 46, and six were given to Jammu, which now has 43 seats.
While it is a routine effort in some parts of the country, the delimitation process is much more politically sensitive in Jammu and Kashmir because of fears that the Bharatiya Janata Party may use it to alter political outcomes in what was earlier India’s only Muslim-majority state.
At Thursday’s hearing, Mehta told the court that the Jammu and Kashmir Reorganisation Act of 2019 gives the power to carry out a delimitation exercise to the commission, reported The Indian Express.
“By virtue of Sections 60-61 [of the 2019 Act], while the power to determine delimitation is conferred on Election Commission, Section 62(2) and 62(3) confers powers to carry out delimitation on the Delimitation Commission constituted under Section 3 of Delimitation Act,” he said.
Mehta also told the court that all procedural compliances were met while carrying out the exercise, reported the Hindustan Times. “The first delimitation is to be done by the delimitation commission and then it can be done by Election Commission,” he added.
The court has reserved its verdict on the matter.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183814-vicaxfhhrt-1670067102.jpg
"Collegium system of appointing judges is law of land and must be adhered to, SC tells Centre","Dec 08, 2022 · 04:42 pm",https://scroll.in/latest/1039324/collegium-system-of-appointing-judges-is-law-of-land-and-must-be-adhered-to-sc-tells-centre,"The Supreme Court on Thursday told the Centre that the collegium system of appointing judges to the higher judiciary is the law of the land and must be adhered to, Live Law reported.
“There are sections in society who do not agree with the laws made by the Parliament,” a bench led by Justice SK Kaul told Attorney General R Venkataramani. “Should the court stop enforcing such laws on that ground? If everyone in society decides which law to follow and which law to not follow, there would be a breakdown.”
The remarks by the bench come a day after Vice President Jagdeep Dhankhar criticised in the Rajya Sabha the Supreme Court’s decision to strike down the National Judicial Appointments Commission Act in 2015.
The law had proposed to make judicial appointments through a body comprising of the chief justice, two senior Supreme Court judges, the law minister and two other eminent persons nominated by the chief justice, the prime minister and the leader of the Opposition.
The proposed law was to replace the collegium system, under which five senior-most judges of the Supreme Court, including the chief justice, decide on the appointments and transfers of judges to the top court and the High Courts.
The comments by the bench also came amid a renewed rift between the Union government and the Supreme Court over the appointment of judges.
Union Law Minister Kiren Rijiju had told the news channel Times Now on November 26 that the collegium system is not in consonance with the Constitution. Two days later, the Supreme Court had objected to the statement.
On Thursday, the Supreme Court reiterated that comments against the judiciary by government functionaries are not well taken, Bar and Bench reported.
“You have to advise them Attorney General [Venkataramani],” the bench, also comprising Justices Abhay S Oka and Vikram Nath said. “Any law declared by this court is binding on all the stakeholders.
The bench also noted that the Centre recently send back 19 names, including 10 names reiterated by the Supreme Court collegium, reported Live Law.
“Sometimes the names are approved fast and some others are kept pending for months,” the bench said. “How will this ping-pong battle last?”
It further added: “We expect the Attorney General to play the role of the senior most law officer in advising the Government of the legal position.”
Also Read: Why are the Supreme Court and Modi government in a war of words over judicial appointments?",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183630-vpklobyyvp-1669789075.jpg
"OYO to cut 600 jobs in tech, corporate divisions","Dec 03, 2022 · 05:09 pm",https://scroll.in/latest/1038950/oyo-to-cut-600-jobs-in-tech-corporate-divisions,"Hospitality chain OYO on Saturday announced it will downsize 10% of its 3,700-employee base by cutting 600 jobs in the technology and corporate verticals and hiring 250 members, mainly in its relationship management teams, reported PTI.
In a statement, OYO said the move was part of its changes in its organisational structure. It is downsizing its product and engineering, corporate headquarters, and OYO Vacation Homes teams, while hiring in the partner relationship management and the business development verticals.
The hiring is being done to improve customer satisfaction and to boost the number of hotels and homes, according to PTI.
OYO added that its product and engineering teams will also be merged for smoother functioning.
In the tech vertical, the downsizing will happen in teams that were developing pilots and proof of concepts such as in-app gaming, social content curation and patron-facilitated content, the company said, reported The New Indian Express.
OYO also said it was downsizing some parts of its European vacation homes business to “increase efficiency and harness synergies”.
The company said that it will be helping as many employees as it can who are being fired and continue their medical insurance cover for up to three months on an average.
OYO founder Ritesh Agarwal also said the company will do what it can to ensure that outgoing employees gain employment.
He added: “It is unfortunate that we are having to part ways with a lot of these talented individuals who have made valuable contributions to the company,” he added. “As OYO grows and a need for some of these roles emerges in the future, we commit to reaching out to them first and offering them the opportunity.”",https://s01.sgp1.cdn.digitaloceanspaces.com/article/111062-zpoqseklbx-1586780941.jpg
Delhi liquor policy case: Enforcement Directorate arrests Buddy Retail Pvt Limited director,"Nov 30, 2022 · 11:54 am",https://scroll.in/latest/1038654/delhi-liquor-policy-case-enforcement-directorate-arrests-buddy-retail-pvt-limited-director,"The Enforcement Directorate on Tuesday arrested businessman Amit Arora in connection with the Delhi liquor policy case, reported PTI.
Arora is the director of Gurugram-based Buddy Retail and a close aide of Delhi Deputy Chief Minister Manish Sisodia who is also an accused in the case. Arora has been booked under the criminal sections of the Prevention of Money Laundering Act.
On August 17, the Central Bureau of Investigation had booked Sisodia and 14 other persons on charges of irregularities in the new liquor policy.
Under the new policy, which was implemented in Delhi on November 17, 2021, licences for 849 liquor shops were issued to private firms through open bidding. However, on July 30, the Delhi government withdrew the policy after Lieutenant Governor Vinai Kumar Saxena recommended an inquiry into it by the central agency.
Five persons have been arrested by the Enforcement Directorate in the Delhi Excise policy money laundering case till now.
In a 3,000-page chargesheet filed by the Enforcement Directorate on November 26, promoter and managing director of Indospirits Sameer Mahandru and two others were named in the case, reported the Hindustan Times. On September 27, Mahandru was arrested by the agency following his questioning.
On November 10, the agency had arrested P Sarath Chandra Reddy, director of Aurobindo Pharma, was arrested along with Benoy Babu, general manager of Pernod Ricard. On November 16, a Delhi court allowed Sisodia’s close aide, entrepreneur Dinesh Arora, to become an approver in the case.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183845-qnumiuogwh-1670142822.jpg
"The big news: Anand Teltumbde released from jail, and nine other top stories","Nov 26, 2022 · 08:53 pm",https://scroll.in/latest/1038407/the-big-news-anand-teltumbde-released-from-jail-and-nine-other-top-stories,"A look at the top headlines of the day:
Anand Teltumbde walks out of jail after Supreme Court upholds bail order in Bhima Koregan case: Teltumbde was among the 16 persons arrested in the Bhima Koregaon case, which pertains to caste violence in a village near Pune in 2018.
ISRO launches third generation earth observation satellite, eight others into orbit: The satellite will provide data about ocean colour and sea surface temperature.
Actor Vikram Gokhale passes away at 77: Among his most recent films was Nikhil Mahajan’s ‘Godavari’.
Karnataka government wants to introduce Uniform Civil Code, says CM Basavaraj Bommai: The BJP has promised the common set of personal laws in Himachal Pradesh, Gujarat and Uttarakhand as well.
 BJP promises to set up anti-radicalisation cell if voted back to power in Gujarat: These cells would identify and eliminate threats of destabilisation, sleeper cells of radical groups, and terrorist organisations, said BJP president JP Nadda.
Women’s panel demands apology from Ramdev for his sexist remarks: The yoga guru made the remarks at an event in Thane which was also attended by Amruta Fadnavis, the wife of Maharashtra Deputy Chief Minister Devendra Fadnavis.
Assam Police firing violated human rights, says Meghalaya chief minister: In a meeting with the National Human Rights Commission on Friday, Conrad Sangma urged the body to take action in the matter.
Two poll officials suspended after NGO took voter data showing fake government ID in Karnataka: The non-governmental organisation had been asked by the Bengaluru civic body to conduct a voter awareness drive.
Indonesia earthquake toll rises to 310, over 36,000 residents displaced: The tremors of magnitude of 5.6 hit Cianjur region in the country’s West Java province on Tuesday.
Over 11 lakh new voters added to Jammu and Kashmir electoral rolls – the highest ever: Taking into account the names that were deleted from the voters’ list, the net increase of electors stood at 7,72,872.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/170373-pexrgkgzol-1670565727.jpg
Iran abolishes morality police after huge anti-hijab protests,"Dec 04, 2022 · 02:11 pm",https://scroll.in/latest/1038990/iran-to-review-mandatory-hijab-law-for-women,"Iran on Sunday abolished its morality police force months after widespread protests erupted in the country following the death of Mahsa Amini in custody, who had been held for allegedly violating the rule for women to wear a hijab, AFP reported.
“Morality police have nothing to do with judiciary,” Iranian Attorney General Mohammad Jafar Montazeri said on Sunday, according to AFP.
The decision to do away with the morality police came after the Iranian authorities said on Saturday that they will review the law that requires all women to cover their heads in public.
“Both parliament and the judiciary are working [on the matter]” had said, adding that a review team met the parliament’s cultural commission to discuss the subject on Wednesday.
The statement came two-and-a-half months after violent protests erupted in Iran triggered by the death of a 22-year-old Amini in custody of the morality police .
Amini, a Kurdish woman, had been detained on September 13 in the Iranian capital of Tehran by the police unit that enforces the country’s obligatory dress codes, including the compulsory wearing of the headscarf in public.
Officials said she died of heart attack on September 16 while in custody but critics believe she was physically assaulted on accusations of violating the hijab mandate.
The state security council of Iran’s interior ministry said that 200 persons have died in the protests, Reuters reported. Amirali Hajizadeh, a commander of the country’s Revolutionary Guards, said that 300 persons, including security officials, have been killed in the violence.
On Saturday, President Ebrahim Raisi said that the country’s republican and Islamic foundations were entrenched in the constitution. “But there are methods of implementing the constitution that can be flexible,” he said.
Since 1983, it has been obligatory for all women in Iran to cover their heads in public. The country’s main reformist party, the Union of Islamic Iran People Party, has been calling for the law mandating hijabs to be rescinded.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/118305-uukkolqnrq-1556177591.jpg
